,name,make,model,type,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,price_log
251,2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,New,2024,43904.0,c,0.0,Electric,6.0,1-Speed Automatic,SE,SUV,4.0,Blue,Gray,All-wheel Drive,10.689760711085556
347,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,45842.0,c,0.0,Electric,5.0,1-Speed Automatic,SEL,SUV,4.0,Atlas,Black,All-wheel Drive,10.732955980454312
393,2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,New,2024,52515.0,c,0.0,Electric,5.0,1-Speed Automatic,Limited,SUV,4.0,Gold,Black,All-wheel Drive,10.868854122056876
409,2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,New,2024,42466.0,c,0.0,Electric,7.0,1-Speed Automatic,SE,SUV,4.0,Atlas,Black,All-wheel Drive,10.656459034741738
494,2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,New,2024,51765.0,c,0.0,Electric,7.0,1-Speed Automatic,Limited,SUV,4.0,Teal,Dark Green,All-wheel Drive,10.854469524200214
499,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,45289.0,c,0.0,Electric,5.0,1-Speed Automatic,SEL,SUV,4.0,Black,Black,All-wheel Drive,10.72081945637715
522,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,45373.0,c,0.0,Electric,3.0,1-Speed Automatic,SEL,SUV,4.0,Blue,Black,All-wheel Drive,10.72267249346074
555,2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,New,2024,59255.0,c,0.0,Electric,10.0,1-Speed Automatic,Limited,SUV,4.0,Blue,Gray,All-wheel Drive,10.98960544362255
573,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,45738.0,c,0.0,Electric,5.0,1-Speed Automatic,SEL,SUV,4.0,Atlas,Gray,All-wheel Drive,10.73068474121633
590,2024 Hyundai IONIQ 5 Disney100 Platinum Edition,Hyundai,IONIQ 5,New,2024,54495.0,c,0.0,Electric,10.0,1-Speed Automatic,Disney100 Platinum Edition,SUV,4.0,Gold,Gray,All-wheel Drive,10.905864233323411
630,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,45830.0,c,0.0,Electric,0.0,Automatic,SEL,SUV,4.0,Atlas,Gray,All-wheel Drive,10.73269417750317
632,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,44713.0,c,0.0,Electric,13.0,1-Speed Automatic,SEL,SUV,4.0,Atlas,Gray,All-wheel Drive,10.708019566059964
728,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,46246.0,c,0.0,Electric,7.0,1-Speed Automatic,SEL,SUV,4.0,Cyber Gray,Gray,All-wheel Drive,10.741730252713912
742,2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,New,2024,59255.0,c,0.0,Electric,10.0,1-Speed Automatic,Limited,SUV,4.0,Black,Gray,All-wheel Drive,10.98960544362255
764,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,42295.0,c,0.0,Electric,0.0,Automatic,SEL,SUV,4.0,Atlas,Gray,Rear-wheel Drive,10.652424154738116
767,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,44565.0,c,0.0,Electric,7.0,1-Speed Automatic,SEL,SUV,4.0,Gold,Gray,All-wheel Drive,10.704704076564818
777,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,45269.0,c,0.0,Electric,4.0,1-Speed Automatic,SEL,SUV,4.0,Teal,Gray,All-wheel Drive,10.720377750501907
941,2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,New,2024,38201.0,c,0.0,Electric,12.0,Automatic,SE,SUV,4.0,Teal,Gray,Rear-wheel Drive,10.5506169722625
255,2024 Volkswagen ID.4 Standard,Volkswagen,ID.4,New,2024,41693.0,"dd>

    
    <dt>VIN</dt>
     1V2BMPE85RC003636",0.0,Electric,0.0,62 kWh battery,Standard,SUV,4.0,Deep Black Pearl Effect,Nutmeg,Rear-wheel Drive,10.638088527988433
726,2024 Jaguar I-PACE EV400 R-Dynamic HSE,Jaguar,I-PACE,New,2024,77053.0,"d>

    
    <dt>VIN</dt>
     SADHM2S12R1631756",0.0,Electric,8.0,Automatic,EV400 R-Dynamic HSE,SUV,4.0,Santorini Black,Ebony,All-wheel Drive,11.252248775746288
290,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,36480.0,oled Turbo Premium Unleaded I-4 2.0 L/122,4.0,Gasoline,23.0,Automatic,GT,SUV,4.0,Gray Cray,Black,All-wheel Drive,10.504519444188269
143,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,36532.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,14.0,9-Speed 948TE Automatic,GT AWD,SUV,4.0,Gray Cray,Black,All-wheel Drive,10.50594386781157
147,2024 Dodge Hornet Hornet Gt Awd,Dodge,Hornet,New,2024,35480.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,0.0,Automatic,Hornet Gt Awd,SUV,4.0,Hot Tamale,Black,All-wheel Drive,10.476724436423515
182,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,37430.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,9.0,9-Speed A/T,GT AWD,SUV,4.0,Blu Bayou,Black,All-wheel Drive,10.530227800898475
453,2024 Dodge Hornet GT Plus AWD,Dodge,Hornet,New,2024,38546.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,73.0,9-Speed 948TE Automatic,GT Plus AWD,SUV,4.0,8 Ball,Black,All-wheel Drive,10.559607612258997
618,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,36734.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,14.0,9-Speed 948TE Automatic,GT AWD,SUV,4.0,Blu Bayou,Black,All-wheel Drive,10.51145803568848
646,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,32837.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,10.0,Automatic,GT AWD,SUV,4.0,8 Ball,Black,All-wheel Drive,10.399311207383771
655,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,34329.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,6.0,Automatic,GT AWD,SUV,4.0,Q Ball,Black,All-wheel Drive,10.443745756985825
788,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,37498.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,12.0,Automatic,GT AWD,SUV,4.0,8 Ball,Black,All-wheel Drive,10.532042877202896
822,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,35585.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,0.0,Automatic,GT AWD,SUV,4.0,Blue Steele,Black,All-wheel Drive,10.479679479733372
852,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,40880.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,24.0,Automatic,GT AWD,SUV,4.0,Acapulco Gold,Black,All-wheel Drive,10.618396224877586
195,2024 Dodge Hornet GT AWD,Dodge,Hornet,New,2024,32485.0,">

    
    <dt>VIN</dt>
     ZACNDFAN0R3A12168",4.0,Gasoline,48.0,9 Spd Automatic,GT AWD,SUV,4.0,Blu Bayou,Black,All-wheel Drive,10.388533723314632
55,2024 Dodge Hornet R/T EAWD,Dodge,Hornet,New,2024,42855.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,5.0,6-Speed Automatic,R/T EAWD,SUV,4.0,8 Ball,Black,All-wheel Drive,10.665577603332983
164,2024 Dodge Hornet R/T EAWD,Dodge,Hornet,New,2024,41497.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,11.0,6-Speed Automatic,R/T EAWD,SUV,4.0,Hot Tamale,Black,All-wheel Drive,10.633376414449176
235,2024 Dodge Hornet R/T EAWD,Dodge,Hornet,New,2024,41036.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,5.0,6-Speed Automatic,R/T EAWD,SUV,4.0,8 Ball,Black,All-wheel Drive,10.622205009207603
243,2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,New,2024,48595.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4.0,8 Ball,Black,All-wheel Drive,10.79127592393757
511,2024 Dodge Hornet R/T Plus EAWD,Dodge,Hornet,New,2024,46490.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,21.0,6-Speed Automatic,R/T Plus EAWD,SUV,4.0,Q Ball,Black,All-wheel Drive,10.74699251468463
753,2024 Dodge Hornet Hornet R/T Eawd,Dodge,Hornet,New,2024,43524.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Eawd,SUV,4.0,8 Ball,Black,All-wheel Drive,10.681067789070903
890,2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,New,2024,49895.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4.0,Gray Cray,Black,All-wheel Drive,10.817676076318413
904,2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,New,2024,49720.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4.0,Acapulco Gold,Black,All-wheel Drive,10.814162545624647
932,2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,New,2024,49895.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4.0,Hot Tamale,Black,All-wheel Drive,10.817676076318413
936,2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,New,2024,52180.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4.0,Blue Steele,Black,All-wheel Drive,10.86245455869072
21,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,39491.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T,SUV,4.0,HOT TAMALE,Black,All-wheel Drive,10.583828076826626
60,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,39581.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.586104484122892
83,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,44720.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.708176107828981
101,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,47234.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,0.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gold,Black,All-wheel Drive,10.762869251237097
159,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,44600.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T Plus,SUV,4.0,Blue,Black,All-wheel Drive,10.705489138008156
174,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,42991.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,14.0,6-Speed Automatic,R/T,SUV,4.0,HOT TAMALE,Black,All-wheel Drive,10.66874607044333
198,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,45844.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,1.0,6-Speed Automatic,R/T,SUV,4.0,Gray,Black,All-wheel Drive,10.73299960761659
237,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,51835.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,33.0,6-Speed Automatic,R/T Plus,SUV,4.0,8 BALL,Black,All-wheel Drive,10.855820875757212
263,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,50590.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,6-Speed Automatic,R/T Plus,SUV,4.0,8 BALL,Black,All-wheel Drive,10.831509207285983
295,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,42790.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,6-Speed Automatic,R/T,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.664059709410862
301,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,44621.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,0.0,6-Speed Automatic,R/T Plus,SUV,4.0,Q BALL,Black,All-wheel Drive,10.705959879210065
302,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,39763.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,0.0,6-Speed Automatic,R/T,SUV,4.0,Gold,Black,All-wheel Drive,10.590692110640395
370,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,51585.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,6-Speed Automatic,R/T Plus,SUV,4.0,8 BALL,Black,All-wheel Drive,10.850986211534476
406,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,44604.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T Plus,SUV,4.0,8 BALL,Black,All-wheel Drive,10.705578820085252
410,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,45051.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gray,Black,All-wheel Drive,10.71555046034839
458,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,42597.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T,SUV,4.0,Gray,Black,All-wheel Drive,10.659539107242468
460,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,52180.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,6-Speed Automatic,R/T Plus,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.86245455869072
602,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,49885.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,2.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gold,Black,All-wheel Drive,10.817475635347607
627,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,42597.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,18.0,6-Speed Automatic,R/T,SUV,4.0,HOT TAMALE,Black,All-wheel Drive,10.659539107242468
628,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,49885.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,8.0,6-Speed Automatic,R/T Plus,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.817475635347607
642,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,44826.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T Plus,SUV,4.0,HOT TAMALE,Black,All-wheel Drive,10.710543607203856
663,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,47142.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,0.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gray,Black,All-wheel Drive,10.760919602403877
719,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,42876.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,147.0,6-Speed Automatic,R/T,SUV,4.0,8 BALL,Black,All-wheel Drive,10.66606750781141
859,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,42597.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,21.0,6-Speed Automatic,R/T,SUV,4.0,Gray,Black,All-wheel Drive,10.659539107242468
895,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,40085.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,16.0,6-Speed Automatic,R/T,SUV,4.0,Blue,Black,All-wheel Drive,10.598757478477053
956,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,45141.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T Plus,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.717546203426988
963,2024 Dodge Hornet R/T,Dodge,Hornet,New,2024,43490.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,18.0,6-Speed Automatic,R/T,SUV,4.0,Gray,Black,All-wheel Drive,10.680286305591684
972,2024 Dodge Hornet R/T Plus,Dodge,Hornet,New,2024,43613.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gray,Black,All-wheel Drive,10.68311055003235
56,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,34990.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,9-Speed Automatic,GT,SUV,4.0,Q BALL,Black,All-wheel Drive,10.462817585361734
136,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,38575.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,9-Speed Automatic,GT,SUV,4.0,Gray,Black,All-wheel Drive,10.56035967723136
428,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,34637.0,16V GDI DOHC Turbo,4.0,Gasoline,54.0,9-Speed Automatic,GT,SUV,4.0,Gray,Black,All-wheel Drive,10.452677753845103
461,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,30900.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,9-Speed Automatic,GT,SUV,4.0,8 BALL,Black,All-wheel Drive,10.338511462885837
536,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,42597.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,9-Speed Automatic,GT,SUV,4.0,Blue,Black,All-wheel Drive,10.659539107242468
579,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,34698.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,9-Speed Automatic,GT,SUV,4.0,Gold,Black,All-wheel Drive,10.454437327386273
643,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,38122.0,16V GDI DOHC Turbo,4.0,Gasoline,18.0,9-Speed Automatic,GT,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.548546822289019
808,2024 Dodge Hornet GT Plus,Dodge,Hornet,New,2024,42436.0,16V GDI DOHC Turbo,4.0,Gasoline,18.0,9-Speed Automatic,GT Plus,SUV,4.0,Gray,Black,All-wheel Drive,10.655752337579163
821,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,36810.0,16V GDI DOHC Turbo,4.0,Gasoline,15.0,9-Speed Automatic,GT,SUV,4.0,Gray,Black,All-wheel Drive,10.513524826373066
834,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,36195.0,16V GDI DOHC Turbo,4.0,Gasoline,5.0,9-Speed Automatic,GT,SUV,4.0,Blue Steel,Black,All-wheel Drive,10.496676266727242
853,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,39555.0,16V GDI DOHC Turbo,4.0,Gasoline,1.0,9-Speed Automatic,GT,SUV,4.0,HOT TAMALE,Black,All-wheel Drive,10.585447387455497
937,2024 Dodge Hornet GT,Dodge,Hornet,New,2024,42597.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,9-Speed Automatic,GT,SUV,4.0,Gray,Black,All-wheel Drive,10.659539107242468
381,2024 Honda HR-V LX,Honda,HR-V,New,2024,27450.0,"gasoline direct injection, DOHC, i-VTEC variable valve co",4.0,Gasoline,10.0,Automatic,LX,SUV,4.0,Deep Ocean Pearl,Nh-731p/Black,All-wheel Drive,10.220121446937677
814,2024 Honda HR-V LX,Honda,HR-V,New,2024,25950.0,"gasoline direct injection, DOHC, i-VTEC variable valve co",4.0,Gasoline,14.0,Automatic,LX,SUV,4.0,Modern Steel Metallic,Nh-797m/Black,Front-wheel Drive,10.163926888594034
816,2024 Honda HR-V LX,Honda,HR-V,New,2024,27450.0,"gasoline direct injection, DOHC, i-VTEC variable valve co",4.0,Gasoline,5.0,Automatic,LX,SUV,4.0,Deep Ocean Pearl,Nh-731p/Black,All-wheel Drive,10.220121446937677
611,2024 Jeep Grand Wagoneer Series III,Jeep,Grand Wagoneer,New,2024,124250.0,24V GDI DOHC Twin Turbo,6.0,Gasoline,0.0,8-Speed Automatic,Series III,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.730050943958876
260,2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,New,2024,49411.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,6.0,Automatic,Altitude,SUV,4.0,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive,10.807928350453047
644,2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,New,2024,47451.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,3.0,Automatic,Altitude,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.767452878631598
709,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,50923.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,4.0,Automatic,Limited,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,10.838069966882449
718,2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,New,2024,46243.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,175.0,Automatic,Altitude,SUV,4.0,Velvet Red Pearlcoat,Global Black,Four-wheel Drive,10.741665380134448
810,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,56015.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,8.0,Automatic,Limited,SUV,4.0,Baltic Gray Metallic Clearcoat,Wicker Beige/Global Black,Four-wheel Drive,10.933374790992824
875,2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,New,2024,49260.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,10.0,Automatic,Altitude,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.804867671674529
973,2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,New,2024,49836.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,7.0,Automatic,Altitude,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.816492893418754
995,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,59674.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,8.0,Automatic,Limited,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,10.996651693630511
437,2024 Jeep Grand Cherokee L Overland,Jeep,Grand Cherokee L,New,2024,66360.0,"ar 3.6L V-6 DOHC, VVT variable valve control, regular unl",6.0,Gasoline,27.0,Automatic,Overland,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,11.10284974430438
735,2024 Jeep Grand Cherokee L Overland,Jeep,Grand Cherokee L,New,2024,67105.0,"ar 3.6L V-6 DOHC, VVT variable valve control, regular unl",6.0,Gasoline,3.0,Automatic,Overland,SUV,4.0,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive,11.114013835831907
84,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,49390.0,OHV,6.0,Gasoline,8.0,8-Speed Automatic,Limited,SUV,4.0,Diamond Black,Global Black,Four-wheel Drive,10.807503253534671
241,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,54209.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Limited,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.900602225303203
272,2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,New,2024,46721.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Laredo,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.751949021382632
415,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,52631.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Limited,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.871060578737334
466,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,50377.0,OHV,6.0,Gasoline,7.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.827290000694122
721,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,55020.0,OHV,6.0,Gasoline,5.0,8-Speed Automatic,Limited,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.915452034478566
794,2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,New,2024,48201.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Laredo,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.783135046711445
800,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,58779.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Limited,SUV,4.0,Diamond Black,Global Black,Four-wheel Drive,10.981539927238877
928,2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,New,2024,49201.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Laredo,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.803669227477098
948,2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,New,2024,49139.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Laredo,SUV,4.0,Velvet Red Pearlcoat,Global Black,Four-wheel Drive,10.802408295847755
962,2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,New,2024,46659.0,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Laredo,SUV,4.0,Diamond Black,Global Black,Four-wheel Drive,10.75062111371267
197,2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,New,2024,39370.0,24V VVT,6.0,Gasoline,0.0,8-Speed Automatic,Laredo,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.580759383937783
471,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,53455.0,24V VVT,6.0,Gasoline,0.0,8-Speed Automatic,Limited,SUV,4.0,Velvet Red Pearlcoat,Global Black,Four-wheel Drive,10.8865954574476
601,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,49735.0,24V VVT,6.0,Gasoline,0.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive,10.814464189586515
63,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,51360.0,24V MPFI DOHC,6.0,Gasoline,8.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Beige / Black,Rear-wheel Drive,10.846614938363842
